"贬低","biǎn dī","v.","降低某人或某物的价值或地位"
"减轻","jiǎn qīng","v.","减少、降低"
"退位","tuì wèi","v.","放弃王位、权力或责任"
"绑架","bǎng jià","v.","强行带走"
"偏差","piān chā","n.","偏离正常或预期的情况"
"教唆","jiào suō","v.","帮助或鼓励，尤指在错误行为中"
"遵守","zūn shǒu","v.","1. 接受或遵循；2. 保持"
"憎恶","zēng wù","v.","强烈厌恶"
"悲惨的","bēi cǎn de","adj.","可怜的、可悲的"
"克制","kè zhì","n.","自我否定"
"中止","zhōng zhǐ","v.","提前停止或结束"
"缩写","suō xiě","v.","在保留本质的同时缩短文本"
"废除","fèi chú","v.","撤销或废除"
"潜逃","qián táo","v.","秘密或突然离开"
"赦免","shè miǎn","n.","宽恕或免除罪责"
"弃权","qì quán","v.","克制自己不做某事"
"深奥的","shēn ào de","adj.","难以理解的"
"同意","tóng yì","v.","同意或赞成"
"强调","qiáng diào","v.","突出或着重"
"可访问的","kě fǎng wèn de","adj.","容易到达或获得的"
"赞扬","zàn yáng","n.","高度赞扬"
"荣誉","róng yù","n.","奖项或荣誉"
"乐于助人的","lè yú zhù rén de","adj.","愿意帮助或适应的"
"协议","xié yì","n.","协定"
"搭讪","dā shàn","v.","大胆地接近并说话"
"积累","jī lěi","n.","生长或积累的过程"
"尖刻的","jiān kè de","adj.","语气尖锐或辛辣的"
"默许","mò xǔ","v.","被动地同意或顺从"
"刻薄","kè bó","n.","怨恨或恶意"
"敏锐","mǐn ruì","n.","敏锐的洞察力或判断力"
"严重的","yán zhòng de","adj.","1. 剧烈的；2. 尖锐的或有洞察力的"
"坚定的","jiān dìng de","adj.","不愿意改变主意的"
"熟练的","shú liàn de","adj.","有技巧或熟练的"
"坚持","jiān chí","v.","1. 粘在某物上；2. 虔诚地遵循"
"告诫","gào jiè","v.","温和地警告或斥责"
"装饰","zhuāng shì","v.","美化"
"灵巧的","líng qiǎo de","adj.","有技巧或聪明的"
"奉承","fèng chéng","n.","过度赞扬"
"预示","yù shì","v.","概述或勾勒"
"不利的","bù lì de","adj.","不利或有害的"
"提倡","tí chàng","v. /n.","1. 支持或促进；2. 主张某事的人"
"空中的","kōng zhōng de","adj.","与空气有关的"
"美学的","měi xué de","adj.","艺术的或与美有关的"
"和蔼的","hé ǎi de","adj.","友好或亲切的"
"亲和力","qīn hé lì","n.","自然的喜好或吸引力"
"富裕的","fù yù de","adj.","富有的"
"侮辱","wǔ rǔ","n.","侮辱"
"夸大","kuā dà","v.","增加或提高"
"总计","zǒng jì","n. /v.","1. 整体或总数；2. 聚集为一个整体"
"受委屈的","shòu wěi qū de","adj.","被冤枉或苦恼的"
"敏捷的","mǐn jié de","adj.","快速或灵活的"
"不可知论者","bù kě zhī lùn zhě","adj.","认为上帝的存在无法证明的"
"农业","nóng yè","n.","耕种、务农"
"过道","guò dào","n.","座位排之间的通道"
"敏捷","mǐn jié","n.","渴望或速度"
"别名","bié míng","n.","假名或身份"
"减轻","jiǎn qīng","v.","安慰或缓解"
"声称","shēng chēng","v.","无证据地断言"
"减轻","jiǎn qīng","v.","减轻或使不那么严重"
"分配","fēn pèi","v.","分发或留出"
"冷漠的","lěng mò de","adj.","疏远或矜持的"
"争吵","zhēng chǎo","n.","争执或打架"
"合并","hé bìng","v.","联合或结合"
"模棱两可的","mó léng liǎng kě de","adj.","不清楚或有多种含义的"
"矛盾的","máo dùn de","adj.","有复杂情感的"
"改善","gǎi shàn","v.","改进"
"顺从的","shùn cóng de","adj.","愿意遵守的"
"便利设施","biàn lì shè shī","n.","舒适或便利"
"和蔼可亲的","hé ǎi kě qīn de","adj.","友好的"
"友好的","yǒu hǎo de","adj.","和平或友好的"
"多情的","duō qíng de","adj.","表现出爱或欲望的"
"无定形的","wú dìng xíng de","adj.","无形状或无结构的"
"时代错误的","shí dài cuò wù de","adj.","时间顺序错误的"
"止痛药","zhǐ tòng yào","n.","缓解疼痛的药物"
"类似的","lèi sì de","adj.","相似或可比的"
"无政府主义者","wú zhèng fǔ zhǔ yì zhě","n.","反对一切政府的人"
"诅咒","zǔ zhòu","n.","诅咒或可憎之物"
"轶事","yì shì","n.","简短有趣的故事"
"麻醉","má zuì","n.","感觉丧失"
"痛苦","tòng kǔ","n.","极度痛苦或疼痛"
"活泼的","huó pō de","adj.","充满活力的"
"附加","fù jiā","v. /n.","1. 添加或附加；2. 建筑物的附加部分"
"废除","fèi chú","v.","取消或使无效"
"异常","yì cháng","n.","偏离正常的事物"
"匿名的","nì míng de","adj.","未知或无法识别的"
"敌意","dí yì","n.","敌对或反对"
"前提","qián tí","n.","在… 之前出现的事物"
"古老的","gǔ lǎo de","adj.","古老或过时的"
"选集","xuǎn jí","n.","作品或写作的集合"
"反感","fǎn gǎn","n.","强烈的厌恶"
"过时的","guò shí de","adj.","老式或过时的"
"防腐的","fáng fǔ de","adj.","清洁或无菌的"
"对立面","duì lì miàn","n.","相反的事物"
"焦虑","jiāo lǜ","n.","担忧或不安"
"冷漠的","lěng mò de","adj.","缺乏兴趣或关心的"
"虚构的","xū gòu de","adj.","虚构或未经证实的"
"可怕的","kě pà de","adj.","令人震惊或恐怖的"
"安抚","ān fǔ","v.","平息或满足"
"评估","píng gū","v.","评价或判断"
"勤奋的","qín fèn de","adj.","努力工作或勤奋的"
"减轻","jiǎn qīng","v.","缓解或平息"
"精明的","jīng míng de","adj.","敏锐或聪明的"
"庇护所","bì hù suǒ","n.","1. 避难所；2. 精神病院"
"弥补","mí bǔ","v.","弥补"
"萎缩","wěi suō","v.","消瘦"
"获得","huò dé","v.","实现或达到"
"属性","shǔ xìng","v. /n.","1. 归功或分配；2. 特征或品质"
"非典型的","fēi diǎn xíng de","adj.","不典型或不寻常的"
"大胆的","dà dǎn de","adj.","勇敢或大胆的"
"听得见的","tīng de jiàn de","adj.","能被听到的"
"增加","zēng jiā","v.","增加或增强"
"吉祥的","jí xiáng de","adj.","有利或有希望的"
"严峻的","yán jùn de","adj.","严厉或朴素的"
"贪婪","tān lán","n.","贪心"
"复仇","fù chóu","v.","寻求报复"
"厌恶","yàn wù","n.","强烈的厌恶"
"犹豫","yóu yù","v.","犹豫或拒绝"
"民谣","mín yáo","n.","叙事歌曲或诗歌"
"平庸的","píng yōng de","adj.","乏味或平庸的"
"祸根","huò gēn","n.","造成伤害或痛苦的原因"
"诗人","shī rén","n.","诗人或歌手"
"害羞的","hài xiū de","adj.","害羞或胆怯的"
"电池","diàn chí","n.","1. 储存电力的装置；2. 攻击"
"欺骗","qī piàn","v.","欺骗或迷惑"
"巨兽","jù shòu","n.","庞大或强大的事物"
"仁慈的","rén cí de","adj.","善良或慷慨的"
"良性的","liáng xìng de","adj.","无害或温和的"
"遗赠","yí zèng","v.","在遗嘱中留下"
"严厉斥责","yán lì chì zé","v.","严厉责骂"
"失去的","shī qù de","adj.","被剥夺或缺乏的"
"恳求","kěn qiú","v.","乞求或恳求"
"偏见","piān jiàn","n.","偏见或倾向"
"诈骗","zhà piàn","v.","欺骗或诈骗"
"奉承","fèng chéng","v.","奉承或哄骗"
"瑕疵","xiá cī","n.","缺陷或缺点"
"枯萎病","kū wěi bìng","n.","1. 疾病或瘟疫；2. 破坏事物的东西"
"喧闹的","xuān nào de","adj.","大声或精力充沛的"
"夸大的","kuā dà de","adj.","浮夸或夸张的"
"恩惠","ēn huì","n.","好处或祝福"
"资产阶级","zī chǎn jiē jí","n.","中产阶级人士"
"厚颜无耻的","hòu yán wú chǐ de","adj.","大胆或无耻的"
"唐突的","táng tū de","adj.","粗鲁或无礼的"
"自助餐","zì zhù cān","v. /n.","1. 反复打击；2. 有多种菜肴的一餐"
"擦亮","cā liàng","v.","抛光或使发亮"
"支撑","zhī chēng","v. /n.","1. 支持或加强；2. 支撑结构"
"刺耳的声音","cì ěr de shēng yīn","n.","刺耳、不和谐的声音"
"节奏","jié zòu","n.","节奏或节拍"
"哄骗","hǒng piàn","v.","用奉承说服"
"灾难","zāi nàn","n.","灾难"
"校准","jiào zhǔn","v.","调整或测量"
"冷漠的","lěng mò de","adj.","无情或麻木的"
"诽谤","fěi bàng","n.","旨在伤害的虚假陈述"
"友情","yǒu qíng","n.","友谊或团结"
"坦率","tǎn shuài","n.","诚实或直率"
"精明的","jīng míng de","adj.","机灵或聪明的"
"帆布","fān bù","n. /v.","1. 绘画用的织物；2. 检查或调查"
"宽敞的","kuān chǎng de","adj.","宽敞或广阔的"
"投降","tóu xiáng","v.","投降或屈服"
"反复无常的","fǎn fù wú cháng de","adj.","多变或不可预测的"
"吸引","xī yǐn","v.","吸引或迷住"
"狂欢","kuáng huān","v.","饮酒作乐"
"挑剔","tiāo tī","v.","抱怨或找茬"
"目录","mù lù","v. /n.","1. 列出或记录；2. 列表或集合"
"催化","cuī huà","v.","引起或加速反应"
"核心小组","hé xīn xiǎo zǔ","n.","有共同利益的团体会议"
"尖刻的","jiān kè de","adj.","尖刻或腐蚀性的"
"欢跃","huān yuè","v.","嬉戏或玩耍"
"谴责","qiǎn zé","n. /v.","1. 严厉批评；2. 严厉批评"
"大脑的","dà nǎo de","adj.","与大脑或智力有关的"
"混乱","hùn luàn","n.","无序或混乱"
"惩罚","chéng fá","v.","责骂或惩罚"
"珍惜","zhēn xī","v.","珍视或深爱"
"责备","zé bèi","v.","责骂或斥责"
"编舞","biān wǔ","n.","创作舞蹈的艺术"
"编年史","biān nián shǐ","n. /v.","1. 历史记录；2. 记录事件"
"按时间顺序的","àn shí jiān shùn xù de","adj.","按时间顺序排列的"
"迂回的","yū huí de","adj.","迂回或间接的"
"委婉语","wěi wǎn yǔ","n.","冗长或间接的语言"
"有限的","yǒu xiàn de","adj.","有限或受限制的"
"谨慎的","jǐn shèn de","adj.","谨慎或审慎的"
"规避","guī bì","v.","避免或绕过"
"有洞察力的","yǒu dòng chá lì de","adj.","能预见未来的"
"喧闹","xuān nào","n. /v.","1. 大声喧哗；2. 大声要求"
"秘密的","mì mì de","adj.","秘密或隐藏的"
"劈开","pī kāi","v.","1. 分裂或分开；2. 坚持或依附"
"仁慈","rén cí","n.","仁慈或宽恕"
"神职人员","shén zhí rén yuán","n.","宗教领袖"
"甜腻的","tián nì de","adj.","过于甜蜜或多愁善感的"
"凝结","níng jié","v.","变稠或凝结"
"合并","hé bìng","v.","聚集或合并"
"鞋匠","xié jiàng","n.","鞋匠"
"强迫","qiǎng pò","v.","强迫或迫使"
"有说服力的","yǒu shuō fú lì de","adj.","有说服力或合乎逻辑的"
"意识到的","yì shí dào de","adj.","意识到或有意识的"
"连贯的","lián guàn de","adj.","合乎逻辑或一致的"
"抵押品","dǐ yā pǐn","adj. /n.","1. 次要或附加的；2. 贷款的担保"
"口语的","kǒu yǔ de","adj.","会话或非正式的"
"勾结","gōu jié","n.","秘密协议"
"巨像","jù xiàng","n.","巨大的雕像或事物"
"燃烧","rán shāo","n.","燃烧过程"
"赞扬","zàn yáng","n.","赞扬或认可"
"相称的","xiāng chèn de","adj.","在大小或数量上相当的"
"宽敞的","kuān chǎng de","adj.","宽敞或广阔的"
"引人注目的","yǐn rén zhù mù de","adj.","有力或有说服力的"
"补偿","bǔ cháng","v.","弥补或偿还"
"自满","zì mǎn","n.","自我满足"
"补充","bǔ chōng","v.","完成或增强"
"顺从的","shùn cóng de","adj.","顺从或灵活的"
"同谋的","tóng móu de","adj.","参与不法行为的"
"恭维","gōng wéi","n.","赞扬的表达"
"化合物","huà hé wù","v. /n.","1. 混合或组合；2. 由两种或多种元素组成的物质；3. 封闭区域"
"全面的","quán miàn de","adj.","彻底或完整的"
"压缩","yā suō","v.","挤压或浓缩"
"内疚","nèi jiù","n.","内疚或懊悔"
"承认","chéng rèn","v.","承认或让步"
"和解的","hé jiě de","adj.","和平或安抚的"
"简洁的","jiǎn jié de","adj.","简短或切中要点的"
"编造","biān zào","v.","发明或创造"
"伴随的","bàn suí de","adj.","伴随或相关的"
"和谐","hé xié","n.","协议或和谐"
"哀悼","āi dào","n.","对损失的同情"
"宽恕","kuān shù","v.","忽视或原谅"
"管道","guǎn dào","n.","输送某物的管道或通道"
"甜点","tián diǎn","n.","甜食或创作"
"知己","zhī jǐ","n.","知己、密友"
"大火","dà huǒ","n.","大火"
"汇合","huì hé","n.","汇集、融合"
"墨守成规者","mò shǒu chéng guī zhě","n.","随波逐流的人"
"混淆","hùn xiáo","v.","使困惑或迷惑"
"凝结","níng jié","v.","变稠或凝固"
"宜人的","yí rén de","adj.","令人愉快的、友好的"
"会众","huì zhòng","n.","聚集进行礼拜的人群"
"一致性","yī zhì xìng","n.","一致、符合"
"密谋","mì móu","v.","策划或密谋"
"奉献","fèng xiàn","v.","奉献给神圣的目的"
"共识","gòng shí","n.","普遍同意"
"委托","wěi tuō","v.","移交或委托"
"安慰","ān wèi","n.","悲伤中的安慰"
"和谐的","hé xié de","adj.","和谐或一致的"
"组成部分","zǔ chéng bù fèn","n.","组成部分"
"限制","xiàn zhì","v.","限制或约束"
"解释","jiě shì","v.","解释或理解"
"完成","wán chéng","v.","完成或完善"
"消费","xiāo fèi","n.","使用或消耗的行为"
"同时代的","tóng shí dài de","adj.","同时存在的"
"好争论的","hào zhēng lùn de","adj.","好争论的、有争议的"
"违反","wéi fǎn","v.","违反或抵触"
"悔悟的","huǐ wù de","adj.","懊悔的、抱歉的"
"挫伤","cuò shāng","n.","挫伤、瘀伤"
"难题","nán tí","n.","难题、谜题"
"召集","zhào jí","v.","聚集或集合"
"大会","dà huì","n.","1. 会议；2. 习俗或惯例"
"欢乐的","huān lè de","adj.","友好的、欢乐的"
"复杂的","fù zá de","adj.","复杂的、纠缠的"
"丰富的","fēng fù de","adj.","丰富的、充足的"
"热情的","rè qíng de","adj.","热情的、友好的"
"加冕","jiā miǎn","n.","为君主加冕的行为"
"肥胖","féi pàng","n.","过度肥胖"
"证实","zhèng shí","v.","支持或确认"
"腐蚀性的","fǔ shí xìng de","adj.","能腐蚀或损坏的"
"世界性的","shì jiè xìng de","adj.","见多识广的、世界性的"
"抵消","dǐ xiāo","v.","反对或中和"
"政变","zhèng biàn","n.","1. 精彩的举动；2. 夺取政权"
"觊觎","jì yú","v.","热切渴望，尤指他人之物"
"秘密的","mì mì de","adj.","秘密的、隐藏的"
"轻信","qīng xìn","n.","容易相信"
"渐强","jiàn qiáng","n.","强度逐渐增加"
"标准","biāo zhǔn","n.","判断的标准或原则"
"顶点","dǐng diǎn","n.","最高点或高潮"
"有罪的","yǒu zuì de","adj.","应受责备的"
"培养","péi yǎng","v.","种植或发展"
"累积的","lěi jī de","adj.","随时间增加的"
"狡猾的","jiǎo huá de","adj.","狡猾的、聪明的"
"贪婪","tān lán","n.","贪婪或欲望"
"草率的","cǎo shuài de","adj.","仓促的、肤浅的"
"简短的","jiǎn duǎn de","adj.","abrupt or brief"
"缩减","suō jiǎn","v.","缩短或减少"
"令人生畏的","lìng rén shēng wèi de","adj.","令人畏惧或沮丧的"
"缺乏","quē fá","n.","缺乏、不足"
"崩溃","bēng kuì","n.","灾难或失败"
"贬低","biǎn dī","v.","降低质量或尊严"
"堕落","duò luò","v.","腐蚀或沉迷"
"揭穿","jiē chuān","v.","揭露为虚假"
"得体的","dé tǐ de","adj.","适当的、礼貌的"
"谴责","qiǎn zé","v.","谴责或批评"
"污损","wū sǔn","v.","损坏或玷污"
"诽谤的","fěi bàng de","adj.","损害名誉的"
"推迟","tuī chí","v.","1. 推迟；2. 服从权威"
"恭敬的","gōng jìng de","adj.","恭敬的、顺从的"
"亵渎","xiè dú","v.","污染或亵渎"
"灵巧的","líng qiǎo de","adj.","熟练的、敏捷的"
"不存在的","bù cún zài de","adj.","不再存在的"
"委派","wěi pài","v.","分配或委托"
"有害的","yǒu hài de","adj.","有害的、破坏性的"
"故意的","gù yì de","adj.","故意的、仔细的"
"描绘","miáo huì","v.","描述或概述"
"煽动者","shān dòng zhě","n.","诉诸情感的领导人"
"分界","fēn jiè","n.","边界或区别"
"贬低","biǎn dī","v.","降低地位或尊严"
"端庄的","duān zhuāng de","adj.","谦虚的、矜持的"
"诋毁","dǐ huǐ","v.","贬低或降级"
"谴责","qiǎn zé","v.","公开谴责或批评"
"哀叹","āi tàn","v.","遗憾或谴责"
"堕落","duò luò","n.","道德败坏"
"贬低","biǎn dī","v.","贬低或不赞成"
"废弃的","fèi qì de","adj.","被遗弃或忽视的"
"嘲笑","cháo xiào","v.","嘲笑或奚落"
"衍生的","yǎn shēng de","adj.","非原创的、抄袭的"
"亵渎","xiè dú","v.","违反或亵渎"
"干燥的","gān zào de","adj.","干燥的"
"荒凉的","huāng liáng de","adj.","贫瘠的、孤独的"
"绝望的","jué wàng de","adj.","沮丧的、绝望的"
"暴君","bào jūn","n.","暴君或独裁者"
"贫困的","pín kùn de","adj.","贫困的"
"阻止","zǔ zhǐ","v.","阻止或防止"
"狡猾的","jiǎo huá de","adj.","不诚实的、狡猾的"
"方言","fāng yán","n.","语言的地区变体"
"透明的","tòu míng de","adj.","轻薄的、透明的"
"说教的","shuō jiào de","adj.","教育的、说教的"
"羞怯的","xiū qiè de","adj.","害羞的、谦虚的"
"扩散","kuò sàn","v. /adj.","1. 传播或分散；2. 冗长的、分散的"
"拖延的","tuō yán de","adj.","拖延的、缓慢的"
"勤奋的","qín fèn de","adj.","勤奋的、仔细的"
"小的","xiǎo de","adj.","小的、微小的"
"挽歌","wǎn gē","n.","哀悼的歌曲"
"不满的","bù mǎn de","adj.","不满的、叛逆的"
"否认","fǒu rèn","v.","否认或拒绝"
"辨别","biàn bié","v.","感知或识别"
"披露","pī lù","v.","揭示或公开"
"使尴尬","shǐ gān gà","v.","使尴尬或困惑"
"不和谐的","bù xié hé de","adj.","不和谐的、冲突的"
"差异","chā yì","n.","差异或不一致"
"谨慎","jǐn shèn","n.","谨慎或判断"
"离题的","lí tí de","adj.","漫谈的、离题的"
"蔑视","miè shì","v. /n.","1. 蔑视或鄙视；2. 轻视"
"不满的","bù mǎn de","adj.","不满的、愤怒的"
"沮丧的","jǔ sàng de","adj.","气馁的、沮丧的"
"贬低","biǎn dī","v.","贬低或批评"
"不同的","bù tóng de","adj.","不同的、无关的"
"派遣","pài qiǎn","v.","派遣或迅速处理"
"驱散","qū sàn","v.","驱散或分散"
"分散","fēn sàn","v.","分散或散开"
"坏名声","huài míng shēng","n.","耻辱或不名誉"
"掩饰","yǎn shì","v.","假装或伪装"
"传播","chuán bō","v.","传播或分发"
"异议","yì yì","v. /n.","1. 不同意；2. 分歧"
"消散","xiāo sàn","v.","1. 分散或消失；2. 浪费"
"不和谐","bù xié hé","n.","不和谐或不一致"
"劝阻","quàn zǔ","v.","劝说不要做某事"
"膨胀","péng zhàng","v.","膨胀或扩大"
"犹豫","yóu yù","v.","犹豫或优柔寡断"
"神圣的","shén shèng de","adj.","神圣的、奇妙的"
"分裂的","fēn liè de","adj.","引起分歧的"
"泄露","xiè lù","v.","揭示或披露"
"温顺的","wēn shùn de","adj.","易于训练或控制的"
"教条的","jiào tiáo de","adj.","固执己见的、僵化的"
"休眠的","xiū mián de","adj.","不活跃的、休眠的"
"严厉的","yán lì de","adj.","阴郁的、严厉的"
"可疑的","kě yí de","adj.","怀疑的、不确定的"
"欺骗","qī piàn","n.","欺骗或不诚实"
"胁迫","xié pò","n.","强迫或胁迫"
"动态的","dòng tài de","adj.","精力充沛的、变化的"
"热情洋溢的","rè qíng yáng yì de","adj.","活泼的、热情的"
"折衷的","zhé zhōng de","adj.","多样的、多变的"
"狂喜的","kuáng xǐ de","adj.","欣喜若狂的、激动的"
"法令","fǎ lìng","n.","命令或法令"
"消除","xiāo chú","v.","抹去或消除"
"冒泡的","mào pào de","adj.","冒泡的、活泼的"
"有效的","yǒu xiào de","adj.","有效的、成功的"
"厚颜无耻","hòu yán wú chǐ","n.","大胆或无礼"
"灿烂的","càn làn de","adj.","光芒四射的、闪亮的"
"极其恶劣的","jí qí è liè de","adj.","极其恶劣或令人震惊的"
"精心制作的","jīng xīn zhì zuò de","adj.","详细的、复杂的"
"兴高采烈的","xìng gāo cǎi liè de","adj.","欣喜若狂的、快乐的"
"挽歌","wǎn gē","n.","哀悼的诗或歌"
"引出","yǐn chū","v.","引出或唤起"
"雄辩的","xióng biàn de","adj.","富有表现力的、有说服力的"
"阐明","chǎn míng","v.","解释或澄清"
"逃避","táo bì","v.","逃避或逃脱"
"消瘦的","xiāo shòu de","adj.","极度消瘦的"
"装饰","zhuāng shì","v.","1. 装饰；2. 夸张"
"挪用","nuó yòng","v.","盗窃委托给某人的钱"
"修正","xiū zhèng","v.","纠正或修改"
"杰出的","jié chū de","adj.","著名的、杰出的"
"润肤的","rùn fū de","adj.","舒缓的、软化的"
"表达情感","biǎo dá qíng gǎn","v.","表达情感"
"同理心","tóng lǐ xīn","n.","理解他人感受的能力"
"经验主义的","jīng yàn zhǔ yì de","adj.","基于观察或经验的"
"模仿","mó fǎng","v.","模仿或复制"
"使倾心","shǐ qīng xīn","v.","迷住或吸引"
"再演","zài yǎn","n.","重复表演"
"阻碍","zǔ ài","v.","负担或阻碍"
