"אָכַל","/a╦łχal/","פועל","לקח מזור לפיו ועיכל אותו"
"שָׁתָה","/╩āa╦łta/","פועל","הוריד נוזלים דרך הפה"
"יָשַׁן","/ja╦ł╩ān/","פועל","היה במצב מנוחה עם עיניים סגורות"
"בַּיִת","/╦łbajit/","שם","מקום מגורים"
"סֵפֶר","/╦łsefer/","שם","אוסף דפים כרוכים עם טקסט"
"עִפָּרוֹן","/ipa╦ł╩Ēon/","שם","כלי לכתיבה"
"בֵּית סֵפֶר","/bet ╦łsefer/","שם","מוסד ללמידה"
"תַּלְמִיד","/tal╦łmid/","שם","אדם הלומד"
"מוֹרֶה","/mo╦łre/","שם","אדם המלמד"
"גָּדוֹל","/╔Īa╦łdol/","תואר","לא קטן"
"קָטָן","/ka╦łtan/","תואר","לא גדול"
"יָפֶה","/ja╦łfe/","תואר","מעורר הנאה אסתטית"
"מְכֹעָר","/me╩Ēo╦ł╩Ēa╩Ē/","תואר","לא יפה"
"מָהִיר","/ma╦łhi╩Ē/","תואר","מבצע פעולה בזמן קצר"
"אִיטִי","/i╦łti/","תואר","לא מהיר"
"קַל","/kal/","תואר","לא כבד או מסובך"
"כָּבֵד","/ka╦łved/","תואר","לא קל"
"חָדָשׁ","/╩Ęa╦łda╩ā/","תואר","לא ישן"
"יָשָׁן","/ja╦ł╩ān/","תואר","לא חדש"
"נָקִי","/na╦łki/","תואר","ללא לכלוך"
"מְלֻכְלָךְ","/melu╩Ē╦łla╩Ē/","תואר","לא נקי"
"חַם","/╩Ęam/","תואר","בעל טמפרטורה גבוהה"
"קַר","/kar/","תואר","בעל טמפרטורה נמוכה"
"גָּבוֹהַּ","/╔Īa╦łvo╩Ęa/","תואר","לא נמוך"
"נָמוּךְ","/na╦łmu╩Ē/","תואר","לא גבוה"
"עָשִׁיר","/a╦ł╩āi╩Ē/","תואר","בעל הרבה נכסים"
"עָנִי","/a╦łni/","תואר","לא עשיר"
"חָזָק","/╩Ęa╦łzak/","תואר","בעל כוח"
"חַלָּשׁ","/╩Ęa╦łlla╩ā/","תואר","לא חזק"
"שָׂמֵחַ","/sa╦łme╩Ęa/","תואר","מרגיש שמחה"
"עָצוּב","/a╦łtsuv/","תואר","מרגיש עצב"
"עָסוּק","/a╦łsuk/","תואר","יש לו much עבודה"
"חוֹפְשִׁי","/╩Ęo╩Ē╦ł╩āi/","תואר","לא עבד או כלוא"
"בָּרִיא","/ba╦ł╩Ēi/","תואר","לא חולה"
"חוֹלֶה","/╩Ęo╦łle/","תואר","לא בריא"
"חָם","/╩Ęam/","תואר","חם מאוד"
"נָעִים","/na╦ł╩Ēim/","תואר","בעל אופי טוב"
"חָכָם","/╩Ęa╦ł╩Ēam/","תואר","מהיר הבנה"
"אַבָּא","/╦łaba/","שם","הורה זכר"
"אִמָּא","/╦łima/","שם","הורה נקבה"
"אָח","/a╩Ę/","שם","בן של אותם הורים"
"אָחוֹת","/a╦ł╩Ęot/","שם","בת של אותם הורים"
"יֶלֶד","/╦łjeled/","שם","אדם צעיר זכר"
"יַלְדָּה","/yal╦łda/","שם","אדם צעיר נקבה"
"אִישׁ","/i╩ā/","שם","אדם בוגר זכר"
"אִשָּׁה","/i╦ł╩āa/","שם","אדם בוגר נקבה"
"חָבֵר","/╩Ęa╦łver/","שם","אדם הקשור בידידות"
"מִשְׁפָּחָה","/mi╩āpa╦ł╩Ęa/","שם","קבוצת קרובי משפחה"
"יָד","/jad/","שם","גפה עליונה של הגוף"
"רֶגֶל","/╦łre╔Īel/","שם","גפה תחתונה של הגוף"
"עַיִן","/╦łajin/","שם","איבר הראייה"
"אֹזֶן","/╦łozen/","שם","איבר השמיעה"
"אַף","/af/","שם","איבר ההרחה"
"פֶּה","/pe/","שם","פתח בפנים לאכילה ודיבור"
"רֹאשׁ","/ro╩ā/","שם","חלק הגוף העליון הנושא את המוח"
"לֵב","/lev/","שם","איבר המשאבה בגוף"
"פָּנִים","/pa╦łnim/","שם","החלק הקדמי של הראש"
"שֵׂעָר","/se╦ł╩Ēa╩Ē/","שם","הצמחייה על הראש והגוף"
"יוֹם","/jom/","שם","תקופה של 24 שעות"
"לַיְלָה","/╦łlajla/","שם","הזמן בין דמדומים לבוקר"
"שָׁבוּעַ","/╩āa╦łvua╩Ē/","שם","תקופה של שבעה ימים"
"חֹדֶשׁ","/╦ł╩Ęode╩ā/","שם","תקופה של כ-30 יום"
"שָׁנָה","/╩āa╦łna/","שם","תקופה של 12 חודשים"
"זְמַן","/zman/","שם","המשך האירועים"
"בֹּקֶר","/╦łboker/","שם","תחילת היום"
"עֶרֶב","/╦ł╩Ēerev/","שם","סוף היום"
"שָׂפָה","/sa╦łfa/","שם","מערכת דיבור של קהילה"
"מִלָּה","/mi╦łla/","שם","יחידת הדיבור הקטנה ביותר עם משמעות"
"מִשְׁפָּט","/mi╩ā╦łpat/","שם","קבוצת מילים המבטאת רעיון"
"אֶרֶץ","/╦łerets/","שם","אזור או אומה"
"עִיר","/i╩Ē/","שם","יישוב גדול"
"כְּפָר","/k╔Ēa╦ł╩Ē/","שם","יישוב קטן"
"רְחוֹב","/re╦ł╩Ęov/","שם","דרך בעיר"
"מְכוֹנִית","/me╩Ēo╦łnit/","שם","כלי רכב ממונע"
"מָטוֹס","/ma╦łtos/","שם","כלי טיס"
"יָם","/jam/","שם","גוף גדול של מים מלוחים"
"נָהָר","/na╦łha╩Ē/","שם","תעלת מים מתוקים טבעית"
"הַר","/har/","שם","התרוממות טבעית גדולה של הקרקע"
"שֶׁמֶשׁ","/╦ł╩āeme╩ā/","שם","הכוכב שהארץ סובבת סביבו"
"יָרֵחַ","/ja╦łre╩Ęa/","שם","הירח הטבעי של כדור הארץ"
"כּוֹכָב","/ko╦ł╩Ēav/","שם","גוף שמימי זוהר"
"שָׁמַיִם","/╩āa╦łmajim/","שם","מה שנראה מעל פני הארץ"
"מַיִם","/╦łmajim/","שם","נוזל שקוף וחסר צבע"
"אֲוִיר","/a╦łvi╩Ē/","שם","תערובת הגזים המקיפה את כדוה""א"
"אֵשׁ","/e╩ā/","שם","להבה וחום מבעירה"
"אֲדָמָה","/ada╦łma/","שם","השכבה העליונה של הקרקע"
"זָהָב","/za╦łhav/","שם","יסוד מתכתי יקר וצהוב"
"כֶּסֶף","/╦łkesef/","שם","יסוד מתכתי יקר ולבן"
"בַּרְזֶל","/ba╩Ē╦łzel/","שם","יסוד מתכתי חזק"
"עֵץ","/ets/","שם","חומר מגזעי עצים"
"זְכוּכִית","/z╩Ēu╦ł╩Ēit/","שם","חומר קשה שקוף"
"נְיָר","/n╩Ēar/","שם","חומר דק ושטוח"
"מֶלַח","/╦łmela╩Ę/","שם","חומר גבישי למאכל"
"לֶחֶם","/╦łle╩Ęem/","שם","מאכל אפוי מבצק"
"בָּשָׂר","/ba╦łsar/","שם","רקמת חיה הנאכלת"
"דָּג","/da╔Ē/","שם","חיה מימית"
"פְּרִי","/p╔Ēi/","שם","פרי צמחים מתוק"
"יָרָק","/ja╦łrak/","שם","צמחים הנאכלים בחלקיהם הלא מתוקים"
"חָלָב","/╩Ęa╦łlav/","שם","נוזל לבן מיוצר על ידי יונקים"
"סוּכָּר","/su╦łkar/","שם","חומר מתוק גבישי"
"אֹרֶז","/╦łorez/","שם","דגני אורז"
"אַהֲבָה","/ahava╦ł/","שם","רגש חיבה עז"
"שָׁלוֹם","/╩āa╦łlom/","שם","ברכה או מצב של שלווה"
"מִלְחָמָה","/mil╩Ęa╦łma/","שם","סכסוך חמוש"
"דָּת","/dat/","שם","אמונות ופרקטיקות רוחניות"
"מַדָּע","/ma╦łda/","שם","ידע מאורגן"
"אָמָּנוּת","/mana╦ł╦łut/","שם","ביטוי יצירתי"
"עֲבוֹדָה","/avoda╦ł/","שם","פעילות להשגת תוצאה"
"כֶּסֶף","/╦łkesef/","שם","עושר או מטבע"
"שִׁלְטוֹן","/╩āil╦łton/","שם","הסמכות לשלוט"
"שׁוּק","/╩āuk/","שם","מקום לקנייה ומכירה של סחורות"
"מְחִיר","/me╦ł╩Ęi╩Ē/","שם","הערך הכספי של משהו"
"מִסְפָּר","/mis╦łpa╩Ē/","שם","סמל המייצג כמות"
"צֶבַע","/╦łtseva╩Ē/","שם","תכונה ויזואלית כמו אדום וכחול"
"קוֹל","/kol/","שם","תנודות נשמעות"
"אוֹר","/o╩Ē/","שם","קרינה הנראית לעין"
"צֵל","/tsel/","שם","אזור אפל עקב חסימת אור"
"רוּחַ","/╦łrua╩Ę/","שם","תנועת אוויר"
"גֶּשֶׁם","/╦ł╔Īe╩āem/","שם","טיפות מים הנופלות מהעננים"
"שֶׁלֶג","/╦ł╩āele╔Ē/","שם","מים קפואים הנופלים כפתיתים לבנים"