"abajo","/aˈβaxo/","adv.","en un lugar inferior"
"abrir","/aˈβɾir/","v.","separar lo que estaba unido"
"acá","/aˈka/","adv.","en este lugar"
"acabar","/akaˈβaɾ/","v.","llegar al fin de algo"
"aceptar","/aθepˈtaɾ/","v.","admitir o recibir voluntariamente"
"acordar","/akoɾˈðaɾ/","v.","decidir algo entre varios"
"actuar","/akˈtwaɾ/","v.","hacer algo o realizar una acción"
"adelante","/aðeˈlante/","adv.","hacia el frente"
"adquirir","/aðkiˈɾiɾ/","v.","obtener algo para sí"
"afirmar","/afiɾˈmaɾ/","v.","declarar como cierto"
"agradable","/aɣɾaˈðaβle/","adj.","que produce gusto o satisfacción"
"agua","/ˈaɣwa/","s.f.","líquido transparente sin olor ni sabor"
"ahora","/aˈoɾa/","adv.","en este momento"
"alegre","/aˈleɣɾe/","adj.","que siente o muestra alegría"
"alemán","/aleˈman/","s.m.","idioma hablado en Alemania"
"algo","/ˈalɣo/","pron.","alguna cosa"
"alguien","/ˈalɣjen/","pron.","alguna persona"
"allá","/aˈʎa/","adv.","en aquel lugar"
"alto","/ˈalto/","adj.","de gran estatura"
"amar","/aˈmaɾ/","v.","sentir amor por alguien"
"amigo","/aˈmiɣo/","s.m.","persona con quien se tiene amistad"
"amplio","/ˈampljo/","adj.","que tiene gran extensión"
"ancho","/ˈantʃo/","adj.","que tiene mucha anchura"
"animal","/aniˈmal/","s.m.","ser vivo que se mueve por sí mismo"
"año","/ˈaɲo/","s.m.","período de doce meses"
"apagar","/apaˈɣaɾ/","v.","hacer que cese el fuego o la luz"
"aprender","/apɾenˈdeɾ/","v.","adquirir conocimiento"
"aquí","/aˈki/","adv.","en este lugar"
"árbol","/ˈaɾβol/","s.m.","planta de tronco leñoso"
"arena","/aˈɾena/","s.f.","partículas de roca muy pequeñas"
"asegurar","/aseɣuˈɾaɾ/","v.","hacer seguro o firme"
"así","/aˈsi/","adv.","de esta manera"
"atrás","/aˈtɾas/","adv.","en la parte posterior"
"aumentar","/aumenˈtaɾ/","v.","hacer mayor una cantidad"
"ayer","/aˈʝeɾ/","adv.","el día antes de hoy"
"ayudar","/aʝuˈðaɾ/","v.","prestar asistencia"
"azul","/aˈθul/","adj.","color como el cielo sin nubes"
"bailar","/baiˈlaɾ/","v.","mover el cuerpo al ritmo de la música"
"bajo","/ˈbaxo/","adj.","de poca altura"
"baño","/ˈbaɲo/","s.m.","habitación para higiene personal"
"barato","/baˈɾato/","adj.","de bajo precio"
"bebé","/beˈβe/","s.m.","niño de muy corta edad"
"beber","/beˈβeɾ/","v.","ingerir líquido"
"bien","/ˈbjen/","adv.","de manera correcta"
"blanco","/ˈblanko/","adj.","color de la nieve"
"boca","/ˈboka/","s.f.","abertura por la que se ingiere comida"
"bonito","/boˈnito/","adj.","que tiene belleza"
"brazo","/ˈbɾaθo/","s.m.","miembro superior del cuerpo"
"bueno","/ˈbweno/","adj.","que tiene cualidades positivas"
"cabeza","/kaˈβeθa/","s.f.","parte superior del cuerpo"
"cada","/ˈkaða/","adj.","todo y cada uno"
"caer","/kaˈeɾ/","v.","moverse hacia abajo por la gravedad"
"calle","/ˈkaʎe/","s.f.","vía pública entre edificios"
"cama","/ˈkama/","s.f.","mueble para dormir"
"cambiar","/kamˈbjaɾ/","v.","hacer que algo sea distinto"
"caminar","/kamiˈnaɾ/","v.","andar o desplazarse a pie"
"campo","/ˈkampo/","s.m.","terreno rural"
"cansado","/kanˈsaðo/","adj.","que siente fatiga"
"cara","/ˈkaɾa/","s.f.","parte frontal de la cabeza"
"casa","/ˈkasa/","s.f.","edificio para vivir"
"casi","/ˈkasi/","adv.","por poco, no del todo"
"cebolla","/θeˈβoʎa/","s.f.","planta comestible de bulbo"
"celebrar","/θeleˈβɾaɾ/","v.","festejar un acontecimiento"
"centro","/ˈθentɾo/","s.m.","punto medio de algo"
"cerrar","/θeˈraɾ/","v.","hacer que no esté abierto"
"chico","/ˈtʃiko/","s.m.","niño o persona joven"
"cielo","/ˈθjelo/","s.m.","espacio sobre la tierra"
"cinco","/ˈθinko/","num.","número que sigue al cuatro"
"cocinar","/koθiˈnaɾ/","v.","preparar comida con calor"
"color","/koˈloɾ/","s.m.","sensación producida por la luz"
"comenzar","/komenˈθaɾ/","v.","empezar o iniciar"
"comer","/koˈmeɾ/","v.","ingerir alimentos"
"cómo","/ˈkomo/","adv.","de qué manera"
"comprar","/komˈpɾaɾ/","v.","obtener algo a cambio de dinero"
"con","/kon/","prep.","en compañía de"
"conocer","/konoˈθeɾ/","v.","saber o tener idea de algo"
"contar","/konˈtaɾ/","v.","narrar o referir un suceso"
"correr","/koˈreɾ/","v.","desplazarse rápidamente"
"creer","/kɾeˈeɾ/","v.","tener algo por cierto"
"cual","/ˈkwal/","pron.","que o quien"
"cuando","/ˈkwando/","adv.","en el tiempo en que"
"cuatro","/ˈkwatɾo/","num.","número que sigue al tres"
"cuerpo","/ˈkweɾpo/","s.m.","conjunto de órganos de un ser"
"chica","/ˈtʃika/","s.f.","niña o mujer joven"
"dato","/ˈdato/","s.m.","información concreta"
"de","/de/","prep.","indica posesión o origen"
"debajo","/deˈβaxo/","adv.","en lugar inferior"
"decir","/deˈθiɾ/","v.","expresar con palabras"
"dejar","/deˈxaɾ/","v.","permitir o abandonar"
"delante","/deˈlante/","adv.","en la parte anterior"
"demasiado","/demaˈsjaðo/","adv.","en exceso"
"dentro","/ˈdentɾo/","adv.","en la parte interior"
"derecho","/deˈɾetʃo/","adj.","que está del lado opuesto al izquierdo"
"después","/desˈpwes/","adv.","en un tiempo posterior"
"dia","/ˈdia/","s.m.","período de 24 horas"
"diferente","/difeˈɾente/","adj.","que no es igual"
"difícil","/diˈfiθil/","adj.","que requiere mucho esfuerzo"
"dinero","/diˈneɾo/","s.m.","medio de intercambio comercial"
"dios","/ˈdjos/","s.m.","ser supremo en algunas religiones"
"dolor","/doˈloɾ/","s.m.","sensación física desagradable"
"donde","/ˈdonde/","adv.","en el lugar en que"
"dos","/ˈdos/","num.","número que sigue al uno"
"dulce","/ˈdulθe/","adj.","que tiene sabor como el azúcar"
"elegir","/eleˈxiɾ/","v.","escoger entre varias opciones"
"ella","/ˈeʎa/","pron.","tercera persona femenina singular"
"empezar","/empeˈθaɾ/","v.","comenzar o iniciar"
"en","/en/","prep.","indica lugar o tiempo"
"encender","/enθenˈdeɾ/","v.","hacer que algo comience a arder"
"encontrar","/enkontˈɾaɾ/","v.","hallar algo que se busca"
"energía","/eneɾˈxia/","s.f.","capacidad para realizar trabajo"
"enfermo","/enˈfeɾmo/","adj.","que padece una enfermedad"
"ensayo","/enˈsajo/","s.m.","texto literario de reflexión"
"entender","/entenˈdeɾ/","v.","comprender el significado"
"entonces","/enˈtonθes/","adv.","en ese momento"
"entre","/ˈentɾe/","prep.","en medio de"
"equipo","/eˈkipo/","s.m.","grupo de personas que colaboran"
"escribir","/eskɾiˈβiɾ/","v.","representar ideas con letras"
"escuchar","/eskulˈtʃaɾ/","v.","prestar atención a un sonido"
"ese","/ˈese/","adj.","que indica proximidad"
"eso","/ˈeso/","pron.","aquello que se señala"
"espacio","/esˈpaθjo/","s.m.","extensión que contiene materia"
"esperar","/espeˈɾaɾ/","v.","permanecer hasta que ocurra algo"
"esta","/ˈesta/","adj.","que indica cercanía"
"estar","/esˈtaɾ/","v.","expresa estado o ubicación"
"este","/ˈeste/","adj.","que señala algo próximo"
"esto","/ˈesto/","pron.","objeto cercano al hablante"
"estudio","/esˈtuðjo/","s.m.","acción de estudiar"
"explicar","/ekspliˈkaɾ/","v.","hacer comprensible algo"
"fácil","/ˈfaθil/","adj.","que se realiza sin esfuerzo"
"falta","/ˈfalta/","s.f.","carencia o ausencia"
"favor","/faˈβoɾ/","s.m.","ayuda o beneficio"
"feo","/ˈfeo/","adj.","que carece de belleza"
"fin","/ˈfin/","s.m.","conclusión o término"
"fino","/ˈfino/","adj.","de calidad superior"
"flor","/ˈfloɾ/","s.f.","órgano reproductor de las plantas"
"forma","/ˈfoɾma/","s.f.","figura o apariencia externa"
"frente","/ˈfɾente/","s.f.","parte superior de la cara"
"frío","/ˈfɾio/","adj.","que tiene baja temperatura"
"fuego","/ˈfweɣo/","s.m.","combustión con luz y calor"
"fuente","/ˈfwente/","s.f.","manantial de agua"
"fuerte","/ˈfweɾte/","adj.","que tiene gran fuerza"
"gente","/ˈxente/","s.f.","conjunto de personas"
"grande","/ˈgɾande/","adj.","de tamaño superior a lo normal"
"gris","/ˈgɾis/","adj.","color entre blanco y negro"
"grupo","/ˈgɾupo/","s.m.","conjunto de elementos o personas"
"guerra","/ˈgeɾa/","s.f.","conflicto armado entre países"
"gustar","/gusˈtaɾ/","v.","causar agrado o placer"
"haber","/aˈβeɾ/","v.","auxiliar para formar tiempos compuestos"
"hablar","/aˈβlaɾ/","v.","emitir palabras con la voz"
"hacer","/aˈθeɾ/","v.","realizar o producir algo"
"hacia","/ˈaθja/","prep.","en dirección a"
"hallar","/aˈʎaɾ/","v.","encontrar algo"
"hasta","/ˈasta/","prep.","indica límite en tiempo o lugar"
"hombre","/ˈombɾe/","s.m.","ser humano de sexo masculino"
"hora","/ˈoɾa/","s.f.","unidad de tiempo de 60 minutos"
"hoy","/ˈoi/","adv.","el día actual"
"igual","/iˈɣwal/","adj.","que no tiene diferencias"
"importante","/impoɾˈtante/","adj.","que tiene gran valor o relevancia"
"ir","/ˈiɾ/","v.","moverse de un lugar a otro"
"joven","/ˈxoβen/","adj.","que tiene poca edad"
"junto","/ˈxunto/","adj.","unido o cercano"
"labio","/ˈlaβjo/","s.m.","borde exterior de la boca"
"largo","/ˈlaɾɣo/","adj.","que tiene gran longitud"
"leer","/leˈeɾ/","v.","interpretar textos escritos"
"libertad","/liβeɾˈtað/","s.f.","facultad de actuar libremente"
"libro","/ˈliβɾo/","s.m.","conjunto de hojas impresas"
"lugar","/luˈɣaɾ/","s.m.","espacio ocupado por un cuerpo"
"luz","/ˈluθ/","s.f.","energía que permite ver"
"madre","/ˈmaðɾe/","s.f.","mujer que ha tenido hijos"
"mal","/ˈmal/","adv.","de manera incorrecta"
"mano","/ˈmano/","s.f.","parte terminal del brazo"
"más","/ˈmas/","adv.","indica mayor cantidad"
"mejor","/meˈxoɾ/","adj.","superior en calidad"
"menos","/ˈmenos/","adv.","indica menor cantidad"
"mes","/ˈmes/","s.m.","período de aproximadamente 30 días"
"mesa","/ˈmesa/","s.f.","mueble con tablero horizontal"
"mismo","/ˈmismo/","adj.","idéntico o no otro"
"momento","/moˈmento/","s.m.","porción breve de tiempo"
"mundo","/ˈmundo/","s.m.","planeta Tierra o universo"
"muy","/ˈmwi/","adv.","en alto grado"
"nada","/ˈnaða/","pron.","ninguna cosa"
"nadie","/ˈnaðje/","pron.","ninguna persona"
"natural","/natuˈɾal/","adj.","perteneciente a la naturaleza"
"necesitar","/neθesiˈtaɾ/","v.","tener necesidad de algo"
"negro","/ˈneɣɾo/","adj.","color más oscuro"
"nivel","/niˈβel/","s.m.","altura o grado de algo"
"noche","/ˈnotʃe/","s.f.","período de oscuridad entre dos días"
"nombre","/ˈnombɾe/","s.m.","palabra que designa a alguien"
"norte","/ˈnoɾte/","s.m.","punto cardinal opuesto al sur"
"nuestra","/ˈnwestɾa/","adj.","posesivo femenino de nosotros"
"nuevo","/ˈnweβo/","adj.","recién hecho o creado"
"nunca","/ˈnunka/","adv.","en ningún tiempo"
"o","/o/","conj.","une alternativas"
"obra","/ˈoβɾa/","s.f.","trabajo o creación"
"ocho","/ˈotʃo/","num.","número que sigue al siete"
"ofrecer","/ofɾeˈθeɾ/","v.","presentar algo voluntariamente"
"oído","/oˈiðo/","s.m.","sentido para percibir sonidos"
"ojo","/ˈoxo/","s.m.","órgano de la visión"
"olvidar","/olβiˈðaɾ/","v.","dejar de recordar algo"
"oración","/oɾaˈθjon/","s.f.","unidad lingüística con sentido completo"
"orden","/ˈoɾden/","s.m.","disposición metódica"
"oreja","/oˈɾexa/","s.f.","órgano externo del oído"
"origen","/oˈɾixen/","s.m.","punto de partida"
"oscuro","/osˈkuɾo/","adj.","con poca o ninguna luz"
"otro","/ˈotɾo/","adj.","diferente del mencionado"
"padre","/ˈpaðɾe/","s.m.","hombre que ha tenido hijos"
"pagar","/paˈɣaɾ/","v.","dar dinero a cambio de algo"
"país","/paˈis/","s.m.","territorio con gobierno propio"
"papel","/paˈpel/","s.m.","hoja delgada para escribir"
"par","/ˈpaɾ/","s.m.","conjunto de dos elementos"
"para","/ˈpaɾa/","prep.","indica finalidad o destino"
"parecer","/paɾeˈθeɾ/","v.","tener cierta apariencia"
"parte","/ˈpaɾte/","s.f.","porción de un todo"
"pasar","/paˈsaɾ/","v.","moverse a través de un lugar"
"paso","/ˈpaso/","s.m.","movimiento al caminar"
"paz","/ˈpaθ/","s.f.","ausencia de conflicto"
"pecho","/ˈpetʃo/","s.m.","parte frontal del torso"
"pedir","/peˈðiɾ/","v.","solicitar algo"
"pequeño","/peˈkeɲo/","adj.","de tamaño reducido"
"perder","/peɾˈðeɾ/","v.","dejar de tener algo"
"pero","/ˈpeɾo/","conj.","indica objeción o restricción"
"perro","/ˈpero/","s.m.","animal doméstico canino"
"persona","/peɾˈsona/","s.f.","ser humano"
"pesar","/peˈsaɾ/","v.","determinar el peso"
"piedra","/ˈpjeðɾa/","s.f.","material mineral duro"
"piel","/ˈpjel/","s.f.","tejido que cubre el cuerpo"
"pie","/ˈpje/","s.m.","parte inferior de la pierna"
"piso","/ˈpiso/","s.m.","suelo de una habitación"
"planta","/ˈplanta/","s.f.","ser vivo que crece en la tierra"
"poco","/ˈpoko/","adj.","en escasa cantidad"
"poder","/poˈðeɾ/","v.","tener capacidad para algo"
"poner","/poˈneɾ/","v.","colocar en un lugar"
"por","/poɾ/","prep.","indica causa o motivo"
"porque","/ˈpoɾke/","conj.","introduce una causa"
"posible","/poˈsiβle/","adj.","que puede suceder"
"precio","/ˈpɾeθjo/","s.m.","valor monetario de algo"
"preguntar","/pɾegunˈtaɾ/","v.","hacer una pregunta"
"presentar","/pɾesenˈtaɾ/","v.","mostrar o dar a conocer"
"primero","/pɾiˈmeɾo/","adj.","que precede a los demás"
"problema","/pɾoˈβlema/","s.m.","dificultad o cuestión"
"proceso","/pɾoˈθeso/","s.m.","conjunto de etapas de un cambio"
"producir","/pɾoduˈθiɾ/","v.","generar o crear algo"
"producto","/pɾoˈðukto/","s.m.","resultado de una producción"
"pronto","/ˈpɾonto/","adv.","dentro de poco tiempo"
"propio","/ˈpɾopjo/","adj.","que pertenece a uno mismo"
"proyecto","/pɾoˈʝekto/","s.m.","plan para realizar algo"
"pueblo","/ˈpweβlo/","s.m.","población pequeña"
"puerta","/ˈpweɾta/","s.f.","entrada a un lugar"
"pues","/ˈpwes/","conj.","ya que, por tanto"
"punto","/ˈpunto/","s.m.","señal de pequeña extensión"
"qué","/ˈke/","pron.","interrogativo para cosas"
"quedar","/keˈðaɾ/","v.","permanecer en un lugar"
"querer","/keˈɾeɾ/","v.","desear o amar"
"quien","/ˈkjen/","pron.","persona que"
"realizar","/real iˈθaɾ/","v.","llevar a cabo algo"
"recibir","/reθiˈβiɾ/","v.","aceptar algo que se da"
"recoger","/rekoˈxeɾ/","v.","juntar o recolectar"
"regresar","/reɣɾeˈsaɾ/","v.","volver a un lugar"
"relación","/relaˈθjon/","s.f.","conexión entre cosas"
"repente","/reˈpente/","adv.","de manera súbita"
"respeto","/resˈpeto/","s.m.","consideración hacia alguien"
"responder","/responˈdeɾ/","v.","dar una respuesta"
"resultado","/resultˈaðo/","s.m.","efecto de una acción"
"reunir","/rewˈniɾ/","v.","juntar personas o cosas"
"rey","/ˈrei/","s.m.","monarca de un reino"
"rico","/ˈriko/","adj.","que tiene abundantes recursos"
"rio","/ˈrio/","s.m.","corriente natural de agua"
"rojo","/ˈroxo/","adj.","color como la sangre"
"romper","/romˈpeɾ/","v.","separar con violencia"
"rostro","/ˈrostɾo/","s.m.","cara de una persona"
"saber","/saˈβeɾ/","v.","tener conocimiento"
"sacar","/saˈkaɾ/","v.","poner algo fuera"
"salir","/saˈliɾ/","v.","pasar de dentro a fuera"
"seco","/ˈseko/","adj.","sin humedad"
"seguir","/seˈɣiɾ/","v.","ir detrás de alguien"
"según","/seˈɣun/","prep.","de acuerdo con"
"seguro","/seˈɣuɾo/","adj.","libre de peligro"
"seis","/ˈseis/","num.","número que sigue al cinco"
"semana","/seˈmana/","s.f.","período de siete días"
"sentir","/senˈtiɾ/","v.","percibir sensaciones"
"señor","/seˈɲoɾ/","s.m.","hombre adulto"
"ser","/ˈseɾ/","v.","existir o tener identidad"
"servir","/seɾˈβiɾ/","v.","ser útil para algo"
"si","/ˈsi/","conj.","condición o suposición"
"sí","/ˈsi/","adv.","afirmación"
"siempre","/ˈsjempɾe/","adv.","en todo momento"
"siete","/ˈsjete/","num.","número que sigue al seis"
"significar","/siɣnifiˈkaɾ/","v.","querer decir algo"
"sin","/ˈsin/","prep.","falta o carencia"
"sino","/ˈsino/","conj.","sino que, excepto"
"sistema","/sisˈtema/","s.m.","conjunto de elementos relacionados"
"sitio","/ˈsitjo/","s.m.","lugar o posición"
"sobre","/ˈsoβɾe/","prep.","encima de"
"social","/soˈθjal/","adj.","relativo a la sociedad"
"sol","/ˈsol/","s.m.","estrella del sistema solar"
"solo","/ˈsolo/","adj.","sin compañía"
"solución","/soluˈθjon/","s.f.","respuesta a un problema"
"sonar","/soˈnaɾ/","v.","producir sonido"
"su","/su/","adj.","posesivo de tercera persona"
"subir","/suˈβiɾ/","v.","ascender o aumentar"
"suceso","/suˈθeso/","s.m.","hecho que ocurre"
"suelo","/ˈswelo/","s.m.","superficie de la tierra"
"suerte","/ˈsweɾte/","s.f.","azar o fortuna"
"superar","/supeˈɾaɾ/","v.","vencer un obstáculo"
"sur","/ˈsuɾ/","s.m.","punto cardinal opuesto al norte"
"suyo","/ˈsujo/","adj.","posesivo de tercera persona"
"tal","/ˈtal/","adj.","semejante o de esa clase"
"también","/tamˈbjen/","adv.","además, igualmente"
"tanto","/ˈtanto/","adj.","en gran cantidad"
"tarde","/ˈtaɾðe/","s.f.","parte del día después del mediodía"
"techo","/ˈtetʃo/","s.m.","parte superior de una construcción"
"tejer","/teˈxeɾ/","v.","entrelazar hilos"
"tema","/ˈtema/","s.m.","asunto o materia"
"temprano","/temˈpɾano/","adv.","en las primeras horas"
"tener","/teˈneɾ/","v.","poseer o mantener"
"teoría","/teoˈɾia/","s.f.","conjunto de ideas explicativas"
"tercer","/teɾˈθeɾ/","adj.","que sigue al segundo"
"terminar","/teɾmiˈnaɾ/","v.","llegar al fin"
"texto","/ˈteksto/","s.m.","escrito con coherencia"
"tiempo","/ˈtjempo/","s.m.","duración de los sucesos"
"tierra","/ˈtjera/","s.f.","planeta que habitamos"
"tipo","/ˈtipo/","s.m.","clase o modelo"
"tocar","/toˈkaɾ/","v.","hacer contacto físico"
"todavía","/toðaˈβia/","adv.","hasta ahora, aún"
"todo","/ˈtoðo/","adj.","la totalidad"
"tomar","/toˈmaɾ/","v.","coger o asir algo"
"trabajar","/tɾaβaˈxaɾ/","v.","realizar una actividad laboral"
"trabajo","/tɾaˈβaxo/","s.m.","actividad para producir algo"
"traer","/tɾaˈeɾ/","v.","llevar algo hacia acá"
"tratar","/tɾaˈtaɾ/","v.","intentar o manejar"
"tres","/ˈtɾes/","num.","número que sigue al dos"
"tu","/tu/","adj.","posesivo de segunda persona"
"último","/ˈultimo/","adj.","que viene después de los demás"
"un","/un/","art.","indica singularidad"
"uno","/ˈuno/","num.","primer número cardinal"
"usar","/uˈsaɾ/","v.","utilizar algo"
"usted","/usˈteð/","pron.","forma formal de tú"
"vacio","/baˈθio/","adj.","sin contenido"
"valle","/ˈbaʎe/","s.m.","terreno entre montañas"
"valor","/baˈloɾ/","s.m.","cualidad de valioso"
"varios","/ˈbaɾjos/","adj.","más de uno pero pocos"
"veces","/ˈbeθes/","s.f.","ocasiones o repeticiones"
"venir","/beˈniɾ/","v.","moverse hacia acá"
"ver","/ˈbeɾ/","v.","percibir con los ojos"
"verdad","/beɾˈðað/","s.f.","conformidad con la realidad"
"vez","/ˈbeθ/","s.f.","ocasión o turno"
"viajar","/bjaˈxaɾ/","v.","desplazarse a otro lugar"
"vida","/ˈbiða/","s.f.","estado de los seres orgánicos"
"viejo","/ˈbjexo/","adj.","de mucha edad"
"viento","/ˈbjento/","s.m.","corriente de aire"
"violencia","/bjolenˈθja/","s.f.","uso de fuerza intensa"
"visita","/biˈsita/","s.f.","acción de visitar"
"vivir","/biˈβiɾ/","v.","estar con vida"
"volver","/bolˈβeɾ/","v.","regresar a un lugar"
"voz","/ˈboθ/","s.f.","sonido producido al hablar"
"y","/i/","conj.","une elementos"
"ya","/ˈʝa/","adv.","en este momento, ahora"
"yo","/ˈʝo/","pron.","primera persona singular"
"zona","/ˈθona/","s.f.","área o región"