"абсолютный","/æbˈsəluːtniɪ/","прил.","безусловный, полный"
"абстрактный","/æbˈstræktniɪ/","прил.","отвлеченный, теоретический"
"авангард","/əˈvɑːngɑː(r)d/","сущ.","авангард, передовой отряд"
"авиация","/ˌeɪviˈeɪʃn/","сущ.","авиация"
"активно","/ˈæktɪvni/","нар.","активнo, энергично"
"администрация","/ədˌmɪnɪˈstreɪʃn/","сущ.","администрация, управленческий аппарат"
"академия","/ˌækəˈdemiə/","сущ.","академия, научное общество"
"аккуратный","/əˈkjʊrətniɪ/","прил.","аккуратный, точный"
"алгоритм","/ˈælgərɪðəm/","сущ.","алгоритм"
"альтернатива","/ɔːlˈtɜːnətɪvə/","сущ.","альтернатива, выбор"
"амбиция","/æmˈbɪʃn/","сущ.","амбиция, стремление"
"анализ","/ˈænəlɪz/","сущ.","анализ"
"антенна","/ænˈtenə/","сущ.","антенна"
"аппарат","/əˈpærət/","сущ.","аппарат, механизм"
"apprecсировать","/əˈpriːʃieɪt/","глаг.","ценить, поощрять"
"архитектура","/ˈɑːkɪtektʃə(r)/","сущ.","архитектура"
"ассоциация","/əˌsəʊʃiˈeɪʃn/","сущ.","ассоциация, объединение"
"астрономия","/ˌæstrəˈnəmiə/","сущ.","астрономия"
"атмосфера","/ˈætməsfɪə(r)/","сущ.","атмосфера, обстановка"
"аудио","/ˈɔːdiəʊ/","сущ.","аудио, звук"
"автоматический","/ˌɔːtəˈmætɪkniɪ/","прил.","автоматический"
"баланс","/ˈbæləns/","сущ.","баланс, равновесие"
"база","/ˈbeɪzə/","сущ.","база, основа"
"библиотека","/ˈbɪbliətekə/","сущ.","библиотека"
"бизнес","/ˈbɪznəs/","сущ.","бизнес, предпринимательство"
"блок","/blɒk/","сущ.","блок, единица"
"блюдо","/ˈbluːdəʊ/","сущ.","блюдо (в еде)"
"болезнь","/ˈbəʊlɪzn/","сущ.","болезнь"
"борьба","/ˈbɔːrʲbə/","сущ.","борьба, борьба"
"база данных","/ˈbeɪzə ˈdæteɪ/","сущ.","база данных"
"видео","/ˈvɪdiəʊ/","сущ.","видео"
"вектор","/ˈvektə(r)/","сущ.","вектор"
"велосипед","/ˈveləsiːpɪd/","сущ.","велосипед"
"вероятность","/ˌvɜːrəbəˈtɪləti/","сущ.","вероятность"
"вес","/ˈves/","сущ.","вес, тяжесть"
"взгляд","/ˈvlædʒd/","сущ.","взгляд, взгляд"
"вопрос","/ˈvɒprəs/","сущ.","вопрос"
"врач","/ˈvrætʃ/","сущ.","врач, доктор"
"выбор","/ˈvaɪbɔː(r)/","сущ.","выбор"
"высота","/ˈvaɪsətə/","сущ.","высота"
"граница","/ˈɡrænɪtsə/","сущ.","граница, пограничье"
"графика","/ˈɡræfɪkə/","сущ.","графика, изобразительное искусство"
"группа","/ˈɡrʌpə/","сущ.","группа, коллектив"
"гуманитарный","/ˌhjuːmænɪˈtɑːrɪkniɪ/","прил.","гуманитарный"
"дата","/ˈdeɪtə/","сущ.","дата"
"девушка","/ˈdɛvʊʃkə/","сущ.","девушка"
"дело","/ˈdɛlə/","сущ.","дело, дело"
"день","/ˈdɛn/","сущ.","день"
"дизайн","/ˈdaɪzaɪn/","сущ.","дизайн"
"документ","/ˈdɒkjʊmənt/","сущ.","документ"
"друг","/ˈdrʌɡ/","сущ.","друг"
"душа","/ˈduʃə/","сущ.","душа, сердце"
"здание","/ˈzdænjə/","сущ.","здание, сооружение"
"здоровье","/ˈzdɔːrəvjə/","сущ.","здоровье"
"желание","/ˈʒɛlənɪjə/","сущ.","желание, стремление"
"жизнь","/ˈʒɪzn/","сущ.","жизнь"
"закон","/ˈzakɔn/","сущ.","закон"
"зарплата","/ˈzɑːrplətə/","сущ.","зарплата"
"звук","/ˈzvʊk/","сущ.","звук"
"здесь","/ˈzɛs/","нар.","здесь"
"идея","/aɪˈdɪə/","сущ.","идея"
"инженер","/ˌɪndʒɪˈnɪə(r)/","сущ.","инженер"
"информация","/ˌɪnfəˈmeɪʃn/","сущ.","информация"
"интернет","/ˈɪntənet/","сущ.","интернет"
"искусство","/ɪˈskʌstʃə(r)/","сущ.","искусство"
"изображение","/ɪˈzɒbrədʒən/","сущ.","изображение"
"качество","/ˈkæʧəstɪk/","сущ.","качество"
"книга","/ˈknɪɡə/","сущ.","книга"
"компьютер","/ˈkɒmpjuːtə(r)/","сущ.","компьютер"
"конец","/ˈkɒnɛts/","сущ.","конец"
"конференция","/ˌkɒnfəˈrɛnʃə/","сущ.","конференция"
"корабль","/ˈkɔːrəbəl/","сущ.","корабль"
"круг","/ˈkrʊɡ/","сущ.","круг"
"культура","/ˈkʊltʃə(r)/","сущ.","культура"
"лаборатория","/ˌlæbəˈrætəriə/","сущ.","лаборатория"
"лететь","/ˈliːtɛtʲ/","глаг.","лететь"
"линия","/ˈlɪnjə/","сущ.","линия"
"любовь","/ˈljʊbəvʲ/","сущ.","любовь"
"магазин","/ˈmæɡəziːn/","сущ.","магазин"
"машина","/məˈʃiːnə/","сущ.","машина"
"математика","/ˌmæθəˈmætɪkə/","сущ.","математика"
"место","/ˈmɛstə/","сущ.","место"
"миллион","/ˈmɪljən/","сущ.","миллион"
"мир","/ˈmɪr/","сущ.","мир, мир"
"мнение","/ˈmɲenɪjə/","сущ.","мнение"
"модель","/ˈmɒdəl/","сущ.","модель"
"море","/ˈmɔrʲə/","сущ.","море"
"музыка","/ˈmjuːzɪkə/","сущ.","музыка"
"наука","/ˈnaʊkə/","сущ.","наука"
"небо","/ˈnɛbəʊ/","сущ.","небо"
"некоторые","/ˈnɛkətəri/","прил.","некоторые, некоторые"
"нож","/ˈnɒʒ/","сущ.","нож"
"ночь","/ˈnɒʧ/","сущ.","ночь"
"область","/ˈɒbləstʲ/","сущ.","область, регион"
"объем","/ˈɒbjəm/","сущ.","объем"
"общество","/ˈɒbʃəstvə/","сущ.","общество"
"один","/ˈɒdɪn/","числ.","один"
"окно","/ˈɒknəʊ/","сущ.","окно"
"операция","/ˌɒpəˈreɪʃn/","сущ.","операция"
"организация","/ˌɔːɡənaɪˈzeɪʃn/","сущ.","организация"
"ошибка","/ˈɒʃɪbkə/","сущ.","ошибка"
"партия","/ˈpɑːtjə/","сущ.","партия, партия"
"передать","/pɛrɪˈdætʲ/","глаг.","передать"
"персона","/ˈpɛrsənə/","сущ.","персона"
"песня","/ˈpɛsnjə/","сущ.","песня"
"план","/ˈplæn/","сущ.","план"
"площадь","/ˈplɒʧədʲ/","сущ.","площадь"
"поэт","/ˈpɔɪət/","сущ.","поэт"
"пойти","/ˈpɔɪtʲ/","глаг.","пойти"
"показать","/pəˈkeɪzətʲ/","глаг.","показать"
"политика","/pəˈlɪtɪkə/","сущ.","политика"
"понятие","/pəˈnjætɪjə/","сущ.","понятие"
"порт","/ˈpɔːt/","сущ.","порт"
"пост","/ˈpəʊst/","сущ.","пост"
"президент","/ˈprɛzɪdənt/","сущ.","президент"
"природа","/prɪˈrɒdə/","сущ.","природа"
"проект","/ˈprɒdʒɛkt/","сущ.","проект"
"программа","/ˈprəʊɡræmə/","сущ.","программа"
"публикация","/ˌpʌblɪˈkeɪʃn/","сущ.","публикация"
"работа","/ˈrɑːbətə/","сущ.","работа"
"радио","/ˈreɪdiəʊ/","сущ.","радио"
"развитие","/rɒzˈvɪtjə/","сущ.","развитие"
"результат","/rɪˈzʌltət/","сущ.","результат"
"реформа","/rɪˈfɔːmə/","сущ.","реформа"
"ритм","/ˈrɪtm/","сущ.","ритм"
"робот","/ˈrɒbɒt/","сущ.","робот"
"свобода","/ˈsvɒbədə/","сущ.","свобода"
"свет","/ˈsvɛt/","сущ.","свет"
"ситуация","/ˌsɪtʃuˈeɪʃn/","сущ.","ситуация"
"сообщество","/səˈuʃəstvə/","сущ.","сообщество"
"союз","/ˈsɔɪjz/","сущ.","союз"
"спектакль","/ˈspɛktəkl/","сущ.","спектакль"
"список","/ˈspɪsək/","сущ.","список"
"станция","/ˈstænʃə/","сущ.","станция"
"страна","/ˈstrɑːnə/","сущ.","страна"
"счёт","/ˈsʧɔt/","сущ.","счёт"
"технология","/tɛkˈnɒlədʒɪə/","сущ.","технология"
"текст","/ˈtɛkst/","сущ.","текст"
"товар","/ˈtɔvɑːr/","сущ.","товар"
"товарищ","/ˈtɔvərɪʃ/","сущ.","товарищ"
"транспорт","/ˈtrænspɔːt/","сущ.","транспорт"
"труд","/ˈtrʊd/","сущ.","труд"
"турист","/ˈtjʊərɪst/","сущ.","турист"
"участник","/ˈuʧəstnɪk/","сущ.","участник"
"успех","/ˈusˈpɛx/","сущ.","успех"
"учебник","/ˈutʃɪbnɪk/","сущ.","учебник"
"факт","/ˈfækt/","сущ.","факт"
"фамилия","/fəˈmɪliə/","сущ.","фамилия"
"фигура","/ˈfɪɡjʊrə/","сущ.","фигура"
"фильм","/ˈfɪlm/","сущ.","фильм"
"фонд","/ˈfɒnd/","сущ.","фонд"
"фотография","/ˌfəʊtəˈɡræfə/","сущ.","фотография"
"характер","/ˈxærəktər/","сущ.","характер"
"хороший","/ˈxɔrɒʃɪj/","прил.","хороший"
"художник","/ˈxudəʒnɪk/","сущ.","художник"
"центр","/ˈsɛntr/","сущ.","центр"
"цифра","/ˈsɪfrə/","сущ.","цифра"
"цвет","/ˈtsvɛt/","сущ.","цвет"
"час","/ˈtʃas/","сущ.","час"
"школа","/ˈʃkɔlə/","сущ.","школа"
"экономика","/ˌekəˈnɒmɪkə/","сущ.","экономика"
"эксперимент","/ɪkˈspɛrɪmənt/","сущ.","эксперимент"
"элемент","/ˈɛlɪmənt/","сущ.","элемент"
"энергия","/ˈɛnərdʒɪə/","сущ.","энергия"
"юмор","/ˈjumɔr/","сущ.","юмор"
"язык","/ˈjɑzɪk/","сущ.","язык"
